job_id,title,company,requirements,preferred,division,category,filtered_division,requirements_preferred
333,각 부문 신입/경력사원 모집,㈜디알젬,"초대졸이상, 영어, 커뮤니케이션, 해외출장, 의료기기",,초음파 영업/기획,"의료기기, 사업기획, 신사업기획, 4대보험, 결산, 관리회계, 더존, 법인결산, 부가세신고, 원가회계, 재무회계, 전산회계, 전표입력, 회계감사, CFO, ERP운용, 계산서발행, 기업회계, 결산, 외환관리, 입출금관리, 재무기획, 재무회계, 자금관리, 재무분석, 서버관리, 클라이언트, 핀테크, HTTP, SI개발, 네트워크관리, 서버구축, 시스템분석, 시스템설계, 시스템운영, 펌웨어, 서버관리, SI개발, 시스템분석, 시스템설계, 정보보안, 아키텍처, 클라이언트, SI개발, 검증, 시스템분석, 시스템설계, 펌웨어, 회로설계, 검증, 웹마스터, 테스터, 기타외국어, 바이어개발, 수출입계약, 영어, 해외마케팅, 가맹점관리, 거래선개발관리, 거래처관리, 고객관리, 대리점관리, 매출관리, 영업기획, 데이터분석, 영업전략, 메카트로닉스, 임베디드, 자동제어, 펌웨어, 회로설계, PCB, PLC, 금속, 메카트로닉스, 생산기술, 제품개발, 제어·설계, 기계조작, 임베디드, 펌웨어, 회로설계, PCB, 기술지원, 설치, 유지보수, 기계조작","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 네트워크 엔지니어, 데이터 사이언티스트, 보안 엔지니어, 소프트웨어 개발자, 게임 개발자, 하드웨어 개발자, 클라우드 엔지니어, 웹 퍼블리셔, QA","초대졸이상, 영어, 커뮤니케이션, 해외출장, 의료기기"
345,[JNPMEDI] [전문연구요원] Software Engineer 직군 (신규),㈜제이앤피메디,"석사이상, 컴퓨터 공학, 전문연구요원, 웹서비스",웹 서비스,Back-end Software Engineer (병역특례/신규),"솔루션, 소프트웨어개발",,"석사이상, 컴퓨터 공학, 전문연구요원, 웹서비스, 웹 서비스"
349,도미노피자 각 부문(자회사 포함) 공개 채용,도미노피자(청오디피케이),"대졸이상, 경력 10년 이하, 병역필면제자",문서작성,R &D팀(제품개발),"식품, 식품가공, API, MySQL, SCM, 도우, 도미노피자, 식품제조, 식품제조업, 식품개발, 피자, mssql, 도미노, 소프트웨어개발, 서비스기획, 앱기획, 자산관리, 전산입력, 브랜딩, 시장분석, 이벤트기획, 서버관리, 클라이언트, 핀테크, HTTP, SI개발, GUI, 반응형웹, 인터페이스, 네트워크관리, 시스템분석, 시스템운영, 서버관리, 네트워크관리, 시스템운영, 네트워크관리, 보안관제, 정보보안, 시스템분석, 시스템설계, 네트워크관리, 클라우드개발자, 클라우드아키텍트, 물류센터, 재고관리, 창고관리, 외자구매, 자재구매, 구매계약, 지게차운전, 화물차운전, 가맹점관리, 거래선개발관리, 거래처관리, 고객관리, 대리점관리, 거래처관리, 고객관리, 외환관리, 입출금관리, 채권, 기술지원, 유지보수, 제품개발, R&D, 미생물, 연구·실험·기술","백엔드 개발자, 프론트엔드 개발자, 앱 개발자, 시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 소프트웨어 개발자, 게임 개발자, 하드웨어 개발자, 클라우드 엔지니어, 웹 퍼블리셔","대졸이상, 경력 10년 이하, 병역필면제자, 문서작성"
358,[안랩] 2026년 연구소 상시채용,㈜안랩,"C, C++, Python, Go, Linux OS, 분석","Linux, 보안, 시스템, 임베디드, 데이터베이스, 오픈소스",SW 개발(Linux),"네트워크보안, 방화벽, 보안소프트웨어, 보안컨설팅, 정보보안, 서버관리, 클라이언트, 핀테크, HTTP, SI개발, GUI, 반응형웹, 인터페이스, 증강현실, 가상현실, 암호화폐, 음성인식, 인터페이스, 챗봇, 핀테크, SI개발, 메타버스, 네트워크관리, 서버구축, 시스템분석, 시스템설계, 시스템운영, 서버관리, 네트워크관리, 서버구축, 시스템운영, 네트워크관리, 방화벽, 보안관제, 정보보안, 암호화폐, 핀테크, 시스템분석, 시스템설계, 정보보안, 아키텍처, 클라이언트, SI개발, 모델링, 딥러닝, 자연어처리(NLP), 음성인식, 이미지프로세싱, 인공지능, 챗봇","백엔드 개발자, 프론트엔드 개발자, 앱 개발자, 시스템 엔지니어, 네트워크 엔지니어, DBA, 보안 엔지니어, 소프트웨어 개발자, 게임 개발자, 하드웨어 개발자, AI/ML 엔지니어, 블록체인 개발자, 클라우드 엔지니어, 웹 퍼블리셔","C, C++, Python, Go, Linux OS, 분석, Linux, 보안, 시스템, 임베디드, 데이터베이스, 오픈소스"
366,클라우드 보안 전문가 채용 (프리세일즈),메가존클라우드㈜,"커뮤니케이션, 클라우드, 보안","영어, 커뮤니케이션, IT 인프라, 네트워크, DB, 보안, 클라우드, 정보보안기사",보안 프리세일즈(신입 ~ 경력 5년),"소프트웨어개발, 솔루션, PM, 기술영업, 솔루션영업, 시스템영업, 웹사이트구축영업",,"커뮤니케이션, 클라우드, 보안, 영어, IT 인프라, 네트워크, DB, 정보보안기사"
367,(주)레드마우스 신입/경력 채용 공고,(재)경기도일자리재단,"백엔드, 서버, RDBMS","Git, 네트워크, TCP, IP, 방화벽",백엔드 개발,"SI개발, 재단법인, 서버관리, 클라이언트, 핀테크, HTTP","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 보안 엔지니어, 소프트웨어 개발자, 게임 개발자","백엔드, 서버, RDBMS, Git, 네트워크, TCP, IP, 방화벽"
368,(주)하마랩 신입/경력 채용 공고,(재)경기도일자리재단,학력무관,,개발,"재단법인, 경영기획, 문화기획, 사업기획, 데이터분석, 브랜드기획, 신사업기획, 연구기획, 전략기획, 경영기획, 문서작성, 통계·분석, 자료조사, 문서관리, 비품관리, 자산관리, 복리후생, 서무, 행정, 인사기획, 인사교육, 인사행정, 복리후생, 서버관리, 클라이언트, 핀테크, HTTP, SI개발, GUI, 반응형웹, 인터페이스","백엔드 개발자, 프론트엔드 개발자, 앱 개발자, 시스템 엔지니어, 데이터 사이언티스트, 보안 엔지니어, 소프트웨어 개발자, 게임 개발자, 웹 퍼블리셔",학력무관
370,㈜우보재난시스템 신입/경력 채용 공고,(재)경기도일자리재단,"대졸이상, 컴퓨터 공학, React, Next.js, Python","React, Next.js, Python","기술연구소 백엔드 개발자(Python, C, C#, PHP)","검증, SI개발, 재단법인, 시스템설계, 회로설계, 브랜드기획, 신사업기획, 시스템분석, 데이터분석, 서버관리, 정보보안, 사업기획, 클라이언트, SI개발, 시스템분석, 전략기획, 솔루션스아키텍트, 펌웨어, 문화기획, 아키텍처, 연구기획, 시스템설계, 재무기획, 클라이언트, 핀테크, 경영기획, HTTP","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 데이터 사이언티스트, 보안 엔지니어, 소프트웨어 개발자, 게임 개발자, 하드웨어 개발자, QA","대졸이상, 컴퓨터 공학, React, Next.js, Python"
374,주식회사 에이텍 신입/경력 채용 공고,(재)경기도일자리재단,"초대졸이상, 경력 2년 이상","운전가능자, 인근거주자, 전자, 전기",기술 영업 및 유지보수,"제품개발, 연구·실험·기술, 유지보수, 재단법인, 시스템분석, 서버관리, 기술영업, 정보통신·IT, 제조·공정, R&D, 서버관리, 시스템설계, 네트워크관리, 유지보수, 기술지원","백엔드 개발자, 시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 소프트웨어 개발자, 하드웨어 개발자, 클라우드 엔지니어","초대졸이상, 경력 2년 이상, 운전가능자, 인근거주자, 전자, 전기"
376,AI 전환 백엔드 개발,엔에이치엔클라우드,"Linux, 백엔드, 시스템, Java, Python, AI","커뮤니케이션, 문서작성, 클라우드, Kubernetes, LLM, RAG, MCP, 에이전트, 시스템, RDBMS, Airflow, Spark, 프론트엔드, React, TypeScript",AI 전환 백엔드 개발,"시스템설계, 서비스설계","시스템 엔지니어, 소프트웨어 개발자, 하드웨어 개발자","Linux, 백엔드, 시스템, Java, Python, AI, 커뮤니케이션, 문서작성, 클라우드, Kubernetes, LLM, RAG, MCP, 에이전트, RDBMS, Airflow, Spark, 프론트엔드, React, TypeScript"
377,스토리지 엔진 개발,엔에이치엔클라우드,"컴퓨터, 네트워크, 알고리즘, C, C++, Go, Python, 시스템, 클라우드","문서작성, 컴퓨터, 네트워크, 클라우드, 시스템, 연구, 오픈소스, Linux, 커널, 분석",스토리지 엔진 개발,스토리지엔진,,"컴퓨터, 네트워크, 알고리즘, C, C++, Go, Python, 시스템, 클라우드, 문서작성, 연구, 오픈소스, Linux, 커널, 분석"
385,㈜페코텍 대규모 공개채용 (신입/경력),㈜페코텍,"대졸이상, 경력 8년 이상, 경력 15년 이하, 시스템, 분석","영어, 반도체, 제조",품질팀 품질관리,"MCT, 반도체, 반도체생산, 정밀광학, 경영기획, 문화기획, 문서관리, 문서작성, 전산입력, 사이트관리, 자료조사, 행정, 문서관리, 비품관리, 자산관리, 복리후생, 서무, 행정, 서버관리, 클라이언트, 핀테크, HTTP, SI개발, 시스템분석, 시스템설계, 정보보안, 아키텍처, 클라이언트, SI개발, 검증, 시스템분석, 시스템설계, 펌웨어, 회로설계, 검증, 테스터, 국내영업, 장비영업, 바이어개발, 수출입계약, 영어, 해외마케팅, 기술영업, 기술지원, 반도체영업, 가맹점관리, 거래선개발관리, 거래처관리, 고객관리, 대리점관리, 매출관리, 영업기획, 데이터분석, 영업전략, 기술지원, 유지보수, A·S수리, 기술지원, A·S수리, 메카트로닉스, 임베디드, 자동제어, 펌웨어, 회로설계, PCB, PLC, 메카트로닉스, 생산기술, 제품개발, CAM, 제어·설계, 기계조작, 유지보수, 디스플레이, 생산기술, 정보통신, 제품개발, 회로설계, 제어·설계, 자동제어, 공정개발, 자동화라인, 품질테스트, 기술지원, 유지보수, 기계조작, 사출, 생산관리, 품질보증, ISO, 검증, 품질보증, 환경관리, ISO","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 데이터 사이언티스트, 보안 엔지니어, 소프트웨어 개발자, 게임 개발자, 하드웨어 개발자, QA","대졸이상, 경력 8년 이상, 경력 15년 이하, 시스템, 분석, 영어, 반도체, 제조"
396,[일본어 원어민 수준] 함께 배우고 성장할 IT 컨설턴트 모집,㈜디티솔루션,"일본어, Oracle","제조, 컴퓨터, 데이터",IT컨설턴트,IT컨설턴트,,"일본어, Oracle, 제조, 컴퓨터, 데이터"
397,[제이엘케이] 백엔드 개발자 (병역특례 [산업기능요원]),㈜제이엘케이,"Python, Django, Flask, REST API, RDBMS","커뮤니케이션, 전산, 시스템, Redis, 인공지능",백엔드 개발자,"BigData, 솔루션, Java spring, RestfulApi, 소프트웨어개발",,"Python, Django, Flask, REST API, RDBMS, 커뮤니케이션, 전산, 시스템, Redis, 인공지능"
398,스마트빌 구축 및 개발(ABAP),㈜비즈니스온 커뮤니케이션,"학력무관, SAP, ERP, SQL, DBMS","전산, 전자, SAP, Java, 서버, DBMS",스마트빌 구축 및 개발(ABAP),"GUI, SI, 서버관리, 클라이언트, SI개발, 인터페이스, 클라이언트","백엔드 개발자, 프론트엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자, 게임 개발자, 웹 퍼블리셔","학력무관, SAP, ERP, SQL, DBMS, 전산, 전자, Java, 서버"
399,[신입/경력] 연계 솔루션 개발자 정규직 채용,㈜씨에스피아이,"해외출장, 병역필면제자, 컴퓨터공학",정보처리기사,IX사업부,"소프트웨어개발, 솔루션, SI, SM, 서버관리, 클라이언트, SI개발, SI개발, SI개발","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자, 게임 개발자","해외출장, 병역필면제자, 컴퓨터공학, 정보처리기사"
401,[주4.5일제](사)한국물가정보 플랫폼DS부 개발자 모집,㈔한국물가정보,"학력무관, 커뮤니케이션, Java, DBMS, MSSQL, PostgreSQL, MySQL, MariaDB, SQL, 웹, 정보보안, 분석","Spring, Spring Boot, ORM, 시스템, 분석, Windows Server, Linux, Git, AWS, Azure, 클라우드, 포트폴리오, GitHub, AI, ChatGPT, Copilot, 컴퓨터공학, 소프트웨어공학, 정보보호, 정보처리기사, 정보보안기사",웹 개발자,"잡지사, HTTP, 반응형웹, 인터페이스","백엔드 개발자, 프론트엔드 개발자, 앱 개발자, 웹 퍼블리셔","학력무관, 커뮤니케이션, Java, DBMS, MSSQL, PostgreSQL, MySQL, MariaDB, SQL, 웹, 정보보안, 분석, Spring, Spring Boot, ORM, 시스템, Windows Server, Linux, Git, AWS, Azure, 클라우드, 포트폴리오, GitHub, AI, ChatGPT, Copilot, 컴퓨터공학, 소프트웨어공학, 정보보호, 정보처리기사, 정보보안기사"
402,웹 시스템 운영 및 개발 경력자 모집,㈜에이엔드,"커뮤니케이션, 웹, 모바일, API, Java, Spring Boot, ORM, SQL, MySQL, PostgreSQL, RDBMS, 데이터, 모델링, 분석, 서버, Git","React, 백엔드, Redis, 시스템, Linux, WAS, DB, 서버, 보안, CI, CD, GitHub, 컴퓨터공학",웹 시스템 운영 개발자 모집,"모바일앱개발, SM, 솔루션, SI, 소프트웨어개발",,"커뮤니케이션, 웹, 모바일, API, Java, Spring Boot, ORM, SQL, MySQL, PostgreSQL, RDBMS, 데이터, 모델링, 분석, 서버, Git, React, 백엔드, Redis, 시스템, Linux, WAS, DB, 보안, CI, CD, GitHub, 컴퓨터공학"
403,[제이소프트랩] 웹 개발자 모집 (신입),㈜제이소프트랩,"경력 1년 이하, 포트폴리오","운전가능자, TypeScript, JavaScript, React, MariaDB, Git","웹 개발자
( 1명 )","네트웍구축, 통신, HTTP, 반응형웹","백엔드 개발자, 프론트엔드 개발자, 웹 퍼블리셔","경력 1년 이하, 포트폴리오, 운전가능자, TypeScript, JavaScript, React, MariaDB, Git"
404,"일본어가능직원모집(일본어필수,일본현지근무필수,개발자,디자이너외)",㈜타이코콜렉션,"초대졸이상, 경력 3년 이상",일본어,프로그래머 ( ○○명 ),"소프트웨어개발, 소프트웨어개발",,"초대졸이상, 경력 3년 이상, 일본어"
406,태성전장 정규직 채용공고-전산관리,태성전장㈜,"초대졸이상, 경력 1년 이상","Oracle, MSSQL, ERP, MES, SCM, 시스템, Java, 전산",전산관리,"SI개발, 시스템운영, 서버관리, SI개발, 자동차부품, 서버관리, 네트워크관리, HTTP, 기술지원","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 네트워크 엔지니어, 보안 엔지니어, 소프트웨어 개발자, 클라우드 엔지니어","초대졸이상, 경력 1년 이상, Oracle, MSSQL, ERP, MES, SCM, 시스템, Java, 전산"
407,[정규직] Spring Boot 백엔드 개발자(2년이상 우대),㈜아이리더스,"대졸이상, 경력 2년 이상","정보처리기사, 전자공학",Spring Boot 백엔드 개발자 - 2년+,"SI개발, 솔루션, SI","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자","대졸이상, 경력 2년 이상, 정보처리기사, 전자공학"
408,아람북스 IT운영팀에서 개발자 팀원을 모집합니다.,㈜아람북스,고졸이상,"인근거주자, 장기근무, 즉시출근",Back-End개발 ( 1명 ),,,"고졸이상, 인근거주자, 장기근무, 즉시출근"
